"Statistic Label","Census Year","Towns 2022","Means of Travel","UNIT","VALUE"
"Usually resident by means of travel to work","2022","Duleek, Co Meath","Car passenger","Number","151"
"Usually resident by means of travel to work","2022","Duleek, Co Meath","Van","Number","214"
"Usually resident by means of travel to work","2022","Duleek, Co Meath","Other (incl. lorry)","Number","7"
"Usually resident by means of travel to work","2022","Duleek, Co Meath","Work mainly at or from home","Number","122"
"Usually resident by means of travel to work","2022","Duleek, Co Meath","Not stated","Number","145"
"Usually resident by means of travel to work","2022","Duleek, Co Meath","Total","Number","2114"
"Usually resident by means of travel to work","2022","Donore, Co Meath","On Foot","Number","10"
"Usually resident by means of travel to work","2022","Donore, Co Meath","Bicycle","Number","4"
"Usually resident by means of travel to work","2022","Donore, Co Meath","Bus, minibus or coach","Number","7"
"Usually resident by means of travel to work","2022","Donore, Co Meath","Train, DART or LUAS","Number","3"
"Usually resident by means of travel to work","2022","Donore, Co Meath","Motorcycle or scooter","Number","1"
"Usually resident by means of travel to work","2022","Donore, Co Meath","Car Driver","Number","202"
"Usually resident by means of travel to work","2022","Donore, Co Meath","Car passenger","Number","31"
"Usually resident by means of travel to work","2022","Donore, Co Meath","Van","Number","29"
"Usually resident by means of travel to work","2022","Donore, Co Meath","Other (incl. lorry)","Number","0"
"Usually resident by means of travel to work","2022","Donore, Co Meath","Work mainly at or from home","Number","37"
"Usually resident by means of travel to work","2022","Donore, Co Meath","Not stated","Number","4"
"Usually resident by means of travel to work","2022","Donore, Co Meath","Total","Number","328"
"Usually resident by means of travel to work","2022","Clonee, Co Meath","On Foot","Number","38"
"Usually resident by means of travel to work","2022","Clonee, Co Meath","Bicycle","Number","9"
"Usually resident by means of travel to work","2022","Clonee, Co Meath","Bus, minibus or coach","Number","62"
"Usually resident by means of travel to work","2022","Clonee, Co Meath","Train, DART or LUAS","Number","22"
"Usually resident by means of travel to work","2022","Clonee, Co Meath","Motorcycle or scooter","Number","7"
"Usually resident by means of travel to work","2022","Clonee, Co Meath","Car Driver","Number","332"
"Usually resident by means of travel to work","2022","Clonee, Co Meath","Car passenger","Number","33"
"Usually resident by means of travel to work","2022","Clonee, Co Meath","Van","Number","27"
"Usually resident by means of travel to work","2022","Clonee, Co Meath","Other (incl. lorry)","Number","1"
"Usually resident by means of travel to work","2022","Clonee, Co Meath","Work mainly at or from home","Number","61"
"Usually resident by means of travel to work","2022","Clonee, Co Meath","Not stated","Number","76"
"Usually resident by means of travel to work","2022","Clonee, Co Meath","Total","Number","668"
"Usually resident by means of travel to work","2022","Ratoath, Co Meath","On Foot","Number","132"
"Usually resident by means of travel to work","2022","Ratoath, Co Meath","Bicycle","Number","13"
"Usually resident by means of travel to work","2022","Ratoath, Co Meath","Bus, minibus or coach","Number","330"
"Usually resident by means of travel to work","2022","Ratoath, Co Meath","Train, DART or LUAS","Number","43"
"Usually resident by means of travel to work","2022","Ratoath, Co Meath","Motorcycle or scooter","Number","16"
"Usually resident by means of travel to work","2022","Ratoath, Co Meath","Car Driver","Number","3138"
"Usually resident by means of travel to work","2022","Ratoath, Co Meath","Car passenger","Number","157"
"Usually resident by means of travel to work","2022","Ratoath, Co Meath","Van","Number","241"
"Usually resident by means of travel to work","2022","Ratoath, Co Meath","Other (incl. lorry)","Number","6"
"Usually resident by means of travel to work","2022","Ratoath, Co Meath","Work mainly at or from home","Number","634"
"Usually resident by means of travel to work","2022","Ratoath, Co Meath","Not stated","Number","258"
"Usually resident by means of travel to work","2022","Ratoath, Co Meath","Total","Number","4968"
"Usually resident by means of travel to work","2022","Dunboyne, Co Meath","On Foot","Number","144"
"Usually resident by means of travel to work","2022","Dunboyne, Co Meath","Bicycle","Number","36"
"Usually resident by means of travel to work","2022","Dunboyne, Co Meath","Bus, minibus or coach","Number","198"
"Usually resident by means of travel to work","2022","Dunboyne, Co Meath","Train, DART or LUAS","Number","155"
"Usually resident by means of travel to work","2022","Dunboyne, Co Meath","Motorcycle or scooter","Number","15"
"Usually resident by means of travel to work","2022","Dunboyne, Co Meath","Car Driver","Number","2007"
"Usually resident by means of travel to work","2022","Dunboyne, Co Meath","Car passenger","Number","103"
"Usually resident by means of travel to work","2022","Dunboyne, Co Meath","Van","Number","169"
"Usually resident by means of travel to work","2022","Dunboyne, Co Meath","Other (incl. lorry)","Number","11"
"Usually resident by means of travel to work","2022","Dunboyne, Co Meath","Work mainly at or from home","Number","459"
"Usually resident by means of travel to work","2022","Dunboyne, Co Meath","Not stated","Number","168"
"Usually resident by means of travel to work","2022","Dunboyne, Co Meath","Total","Number","3465"
"Usually resident by means of travel to work","2022","Kentstown, Co Meath","On Foot","Number","7"
"Usually resident by means of travel to work","2022","Kentstown, Co Meath","Bicycle","Number","2"
"Usually resident by means of travel to work","2022","Kentstown, Co Meath","Bus, minibus or coach","Number","17"
"Usually resident by means of travel to work","2022","Kentstown, Co Meath","Train, DART or LUAS","Number","0"
"Usually resident by means of travel to work","2022","Kentstown, Co Meath","Motorcycle or scooter","Number","1"
"Usually resident by means of travel to work","2022","Kentstown, Co Meath","Car Driver","Number","368"
"Usually resident by means of travel to work","2022","Kentstown, Co Meath","Car passenger","Number","22"
"Usually resident by means of travel to work","2022","Kentstown, Co Meath","Van","Number","38"
"Usually resident by means of travel to work","2022","Kentstown, Co Meath","Other (incl. lorry)","Number","1"
"Usually resident by means of travel to work","2022","Kentstown, Co Meath","Work mainly at or from home","Number","53"
"Usually resident by means of travel to work","2022","Kentstown, Co Meath","Not stated","Number","12"
"Usually resident by means of travel to work","2022","Kentstown, Co Meath","Total","Number","521"
"Usually resident by means of travel to work","2022","Dunshaughlin, Co Meath","On Foot","Number","130"
"Usually resident by means of travel to work","2022","Dunshaughlin, Co Meath","Bicycle","Number","16"
"Usually resident by means of travel to work","2022","Dunshaughlin, Co Meath","Bus, minibus or coach","Number","233"
"Usually resident by means of travel to work","2022","Dunshaughlin, Co Meath","Train, DART or LUAS","Number","56"
"Usually resident by means of travel to work","2022","Dunshaughlin, Co Meath","Motorcycle or scooter","Number","7"
"Usually resident by means of travel to work","2022","Dunshaughlin, Co Meath","Car Driver","Number","2075"
"Usually resident by means of travel to work","2022","Dunshaughlin, Co Meath","Car passenger","Number","70"
"Usually resident by means of travel to work","2022","Dunshaughlin, Co Meath","Van","Number","175"
"Usually resident by means of travel to work","2022","Dunshaughlin, Co Meath","Other (incl. lorry)","Number","7"
"Usually resident by means of travel to work","2022","Dunshaughlin, Co Meath","Work mainly at or from home","Number","469"
"Usually resident by means of travel to work","2022","Dunshaughlin, Co Meath","Not stated","Number","127"
"Usually resident by means of travel to work","2022","Dunshaughlin, Co Meath","Total","Number","3365"
"Usually resident by means of travel to work","2022","Slane, Co Meath","On Foot","Number","37"
"Usually resident by means of travel to work","2022","Slane, Co Meath","Bicycle","Number","6"
"Usually resident by means of travel to work","2022","Slane, Co Meath","Bus, minibus or coach","Number","35"
"Usually resident by means of travel to work","2022","Slane, Co Meath","Train, DART or LUAS","Number","0"
"Usually resident by means of travel to work","2022","Slane, Co Meath","Motorcycle or scooter","Number","1"
"Usually resident by means of travel to work","2022","Slane, Co Meath","Car Driver","Number","377"
"Usually resident by means of travel to work","2022","Slane, Co Meath","Car passenger","Number","30"
"Usually resident by means of travel to work","2022","Slane, Co Meath","Van","Number","41"
"Usually resident by means of travel to work","2022","Slane, Co Meath","Other (incl. lorry)","Number","2"
"Usually resident by means of travel to work","2022","Slane, Co Meath","Work mainly at or from home","Number","70"
"Usually resident by means of travel to work","2022","Slane, Co Meath","Not stated","Number","16"
"Usually resident by means of travel to work","2022","Slane, Co Meath","Total","Number","615"
"Usually resident by means of travel to work","2022","Kilcloon, Co Meath","On Foot","Number","0"
"Usually resident by means of travel to work","2022","Kilcloon, Co Meath","Bicycle","Number","2"
"Usually resident by means of travel to work","2022","Kilcloon, Co Meath","Bus, minibus or coach","Number","2"
"Usually resident by means of travel to work","2022","Kilcloon, Co Meath","Train, DART or LUAS","Number","10"
"Usually resident by means of travel to work","2022","Kilcloon, Co Meath","Motorcycle or scooter","Number","1"
"Usually resident by means of travel to work","2022","Kilcloon, Co Meath","Car Driver","Number","133"
"Usually resident by means of travel to work","2022","Kilcloon, Co Meath","Car passenger","Number","4"
"Usually resident by means of travel to work","2022","Kilcloon, Co Meath","Van","Number","13"
"Usually resident by means of travel to work","2022","Kilcloon, Co Meath","Other (incl. lorry)","Number","1"
"Usually resident by means of travel to work","2022","Kilcloon, Co Meath","Work mainly at or from home","Number","20"
